"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
169.478169547576,169.839660644531
172.048782591532,171.812225341797
174.65838621132,174.977905273437
177.307571808672,177.069686889648
179.996939755589,179.752029418945
182.727099530402,183.076507568359
185.498669855895,185.880264282227
188.312278839523,187.966461181641
191.168564115757,191.368743896484
194.068172990587,193.868850708008
197.011762588221,197.195190429687
200,199.782806396484

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
10,0.00753613804402623
10.1516781217792,-0.0960198910955909
10.305656868821,-0.102442935861038
10.4619711365774,-0.0193426685716209
10.6206563497878,-0.0488124519468657
10.7817484705076,-0.0401948528571289
10.9452840062579,-0.0729707638815913
11.1113000182988,-0.0181412852873998
11.2798341300289,-0.0150550350590678
11.4509245355112,-0.0592046963237952
11.6246100081294,-0.0988019889115156
11.8009299093743,-0.0778273777036989
11.9799241977644,-0.0476254977447838
12.1616334379019,0.0149229132053769
12.3460988096647,0.00367818722218625
12.5333621175397,-0.0403724163258427
12.7234658000964,-0.042487603210825
12.9164529396044,-0.047410234211795
13.1123672717973,0.00333536227461698
13.3112531957838,-0.025505598655357
13.5131557841102,-0.0135465655060639
13.7181207929746,0.00826663749192095
13.9261946725964,-0.0316021611019193
14.1374245777435,-0.0262188949452715
14.3518583784182,0.00082265235169242
14.5695446707062,-0.031425304753033
14.7905327877892,-0.0581291145614109
15.0148728111258,-0.0124118295411795
15.2426155818003,-0.0397541306478018
15.4738127120453,-0.0225063856260343
15.7085165969379,-0.00773168868368411
15.946780426274,0.0382350416469786
16.1886581966222,0.0260036350710595
16.4342047235611,-0.052576973586612
16.6834756541016,-0.00160923647807453
16.9365274792979,-0.00808391489319112
17.1934175470501,0.00872855471588159
17.4542040751003,0.00212274706511879
17.7189461642265,-0.0193184178581614
17.9877038116361,0.0274924069339781
18.2605379245631,0.00869229589050705
18.5375103340706,-0.0145434011123384
18.8186838090641,-0.00355239624064147
19.1041220705156,-0.0467417347924677
19.3938898059052,-0.0252697805917451
19.6880526838805,-0.0313909897591897
19.9866773691386,-3.2087124434224E-05
20.2898315375344,-0.00674721584130323
20.5975838914173,0.0205088601013774
20.9100041752013,0.0191322611848485
21.2271631911702,0.0119024545700839
21.549132815524,-0.0429929564659994
21.8759860146669,0.000194624280364415
22.2077968617441,-0.00535914078652858
22.5446405534285,-0.0492605111432917
22.8865934269616,-0.0525886162403639
23.2337329774542,0.00843427582027557
23.5861378754481,-0.0662842982958166
23.9438879847454,-0.0132352095438451
24.3070643805072,-0.0411646261432295
24.6757493676273,-0.0144185269593376
25.0500264993849,-0.0184617784857334
25.4299805963795,-0.0316839913774095
25.8156977657535,-0.0498128142587556
26.2072654207064,-0.0893193855849265
26.6047723003046,-0.0115432298047484
27.0083084895919,-0.0745293810501472
27.4179654400054,-0.0381901172178402
27.8338359901001,-0.036784330626653
28.2560143865889,-0.03626613298733
28.6845963057013,-0.103932321810065
29.1196788748657,-0.0841169409418815
29.5613606947209,-0.059233295588729
30.0097418614622,-0.0928292890540842
30.4649239895247,-0.117192615383962
30.9270102346124,-0.134055850666246
31.3961053170756,-0.119694041957373
31.8723155456432,-0.159334028171546
32.355748841515,-0.149480106233958
32.846514762819,-0.166108622442206
33.3447245294407,-0.188543201343406
33.8504910482277,-0.191600308080612
34.3639289385776,-0.200099296788919
34.8851545584133,-0.24630000329066
35.414286030553,-0.26122032510327
35.9514432694796,-0.319398564897175
36.4967480085162,-0.312819125202903
37.0503238274142,-0.373725936955972
37.6122961803596,-0.389961174931165
38.1827924244035,-0.4724454531373
38.7619418483254,-0.508815489049152
39.3498757019322,-0.604692597021833
39.9467272258036,-0.64304458613318
40.5526316814872,-0.690627460351211
41.1677263821524,-0.841234210768468
41.7921507237088,-0.987779440170215
42.4260462163974,-1.10249750063059
43.0695565168594,-1.31021630651388
43.7228274606935,-1.59227906191625
44.3860070955048,-1.85794682970127
45.0592457144573,-2.23327645990525
45.7426958903329,-2.84397010973261
46.4365125101092,-3.48485498404938
47.1408528100601,-4.32166489071585
47.8558764113901,-5.74239821669246
48.5817453564078,-7.25779015915966
49.3186241452493,-12.2865723536116
50.0666797731579,-16.2168487976751
50.8260817683292,-21.957887388433
51.5970022303308,-16.2909307716803
52.3796158691041,-10.0923643260304
53.1741000445583,-7.36610235941243
53.9806348067641,-5.50664203647181
54.799402936758,-4.18129953703461
55.6305899879648,-3.25240398406037
56.4743843282491,-2.68157564011217
57.3309771826037,-2.11493564325369
58.200562676486,-1.74496472887317
59.0833378798122,-1.55415738786695
59.9795028516178,-1.27578267292191
60.8892606853961,-1.06246533384612
61.8128175551246,-0.97848001217999
62.7503827619887,-0.842728319270418
63.7021687818152,-0.717327933675663
64.6683913132239,-0.655890699166329
65.6492693265111,-0.568029233519091
66.6450251132732,-0.500641023033511
67.6558843367841,-0.480696264286686
68.6820760831355,-0.422344602747871
69.7238329131541,-0.382771756952492
70.7813909151055,-0.339646540346827
71.8549897581977,-0.313149587565339
72.9448727468964,-0.301730298499542
74.0512868760636,-0.272764481141901
75.174482886933,-0.252023976059572
76.3147153239342,-0.23027033968994
77.4722425923791,-0.20390897407709
78.6473270170225,-0.192695235478999
79.8402349015121,-0.180803629599436
81.0512365887393,-0.170390489338878
82.2806065221054,-0.154426284746403
83.528623307718,-0.142316889626455
84.7955697775297,-0.124525097693964
86.081733053435,-0.114304952876897
87.3874046123393,-0.114405687723974
88.7128803522151,-0.106486909906412
90.0584606591598,-0.0834833184117435
91.4244504754705,-0.0852037138582416
92.811159368752,-0.0836692045558087
94.2189016020722,-0.0735542841860585
95.6479962051823,-0.059184041357684
97.0987670468169,-0.0593132681071587
98.5715429080906,-0.0574259012038153
100.066657557008,-0.0366760400835978
101.584449824105,-0.118969828604657
103.125263679235,0.0487938869676932
104.68944830952,-0.0126920755209489
106.277358198488,0.050666801520766
107.889353206409,0.0520786733993253
109.525798651841,-0.0483644158622563
111.187065394428,0.0261546739283807
112.873529918945,0.0437840396565532
114.585574420615,-0.0183210341281866
116.323586891725,0.0920824053897032
118.087961209561,0.0619245413584859
119.879097225661,-0.0229741862485188
121.697400856439,0.0757132901054867
123.54328417517,0.0671562175655533
125.417165505382,0.0964823885171289
127.319469515655,0.0329990119406113
129.250627315861,-0.00916174210776062
131.211076554866,-0.00499228808205466
133.201261519713,0.0163757835275587
135.221633236306,0.071185905376037
137.272649571626,0.0725761887265137
139.354775337494,0.0663111132360714
141.468482395909,0.0329738588082082
143.614249765986,0.0382491817254592
145.792563732509,0.0392059402279336
148.003917956141,-0.020498873539833
150.248813585296,0.0534579028994686
152.527759369713,0.0777686114513087
154.841271775752,0.0062768019493803
157.189875103437,0.0422797366269949
159.574101605276,0.00603815925700337
161.994491606885,-0.00641557364663378
164.451593629436,0.0445460366964003
166.945964513967,-0.0101038315591119
169.478169547576,-0.0147926278902111
172.048782591532,0.0298511604684534
174.65838621132,-0.0149649304989489
177.307571808672,0.0477461129848511
179.996939755589,0.0402023861661179
182.727099530402,-0.00779749967065869
185.498669855895,-0.0104429877110417
188.312278839523,0.0444314274017997
191.168564115757,-0.000307199630066486
194.068172990587,0.0324844062747075
197.011762588221,0.00121080780009219
200,0.0360598139728727

